,TIME,GEO,PRODUCT,Value,Population
3105,2002,Moldova,Waste (non-renewable),0.0,3623062
3106,2002,Moldova,Nuclear heat,0.0,3623062
3107,2002,Moldova,Solid fuels,0.0,3623062
3108,2002,Ukraine,Total petroleum products,13562.4,48202500
3109,2002,Ukraine,Renewable energies,1091.2,48202500
3110,2002,Ukraine,Gas,61499.0,48202500
3111,2002,Ukraine,Waste (non-renewable),0.0,48202500
3112,2002,Ukraine,Nuclear heat,20117.8,48202500
3113,2002,Ukraine,Solid fuels,37771.4,48202500
3114,2002,Georgia,Total petroleum products,0.0,4357000
3115,2002,Georgia,Renewable energies,0.0,4357000
3116,2002,Georgia,Gas,0.0,4357000
3117,2002,Georgia,Waste (non-renewable),0.0,4357000
3118,2002,Georgia,Nuclear heat,0.0,4357000
3119,2002,Georgia,Solid fuels,0.0,4357000
3120,2003,Belgium,Total petroleum products,24380.9,10376133
3121,2003,Belgium,Renewable energies,867.3,10376133
3122,2003,Belgium,Gas,14402.0,10376133
3123,2003,Belgium,Waste (non-renewable),574.5,10376133
3124,2003,Belgium,Nuclear heat,12221.6,10376133
3125,2003,Belgium,Solid fuels,6013.6,10376133
3126,2003,Bulgaria,Total petroleum products,4498.5,7775327
3127,2003,Bulgaria,Renewable energies,942.1,7775327
3128,2003,Bulgaria,Gas,2499.6,7775327
3129,2003,Bulgaria,Waste (non-renewable),27.6,7775327
3130,2003,Bulgaria,Nuclear heat,4473.7,7775327
3131,2003,Bulgaria,Solid fuels,7326.7,7775327
3132,2003,Czech Republic,Total petroleum products,8704.7,10193998
3133,2003,Czech Republic,Renewable energies,1832.4,10193998
3134,2003,Czech Republic,Gas,7842.2,10193998
3135,2003,Czech Republic,Waste (non-renewable),117.2,10193998
3136,2003,Czech Republic,Nuclear heat,6673.8,10193998
3137,2003,Czech Republic,Solid fuels,21044.5,10193998
3138,2003,Denmark,Total petroleum products,8341.6,5390574
3139,2003,Denmark,Renewable energies,2412.3,5390574
3140,2003,Denmark,Gas,4675.4,5390574
3141,2003,Denmark,Waste (non-renewable),393.4,5390574
3142,2003,Denmark,Nuclear heat,0.0,5390574
3143,2003,Denmark,Solid fuels,5665.3,5390574
3144,2003,Germany,Total petroleum products,124747.8,82534176
3145,2003,Germany,Renewable energies,12729.4,82534176
3146,2003,Germany,Gas,75875.3,82534176
3147,2003,Germany,Waste (non-renewable),1232.2,82534176
3148,2003,Germany,Nuclear heat,42577.8,82534176
3149,2003,Germany,Solid fuels,84607.8,82534176
3150,2003,Estonia,Total petroleum products,1114.6,1370720
3151,2003,Estonia,Renewable energies,577.4,1370720
3152,2003,Estonia,Gas,680.0,1370720
3153,2003,Estonia,Waste (non-renewable),0.0,1370720
3154,2003,Estonia,Nuclear heat,0.0,1370720
3155,2003,Estonia,Solid fuels,3316.8,1370720
3156,2003,Ireland,Total petroleum products,8253.9,3996521
3157,2003,Ireland,Renewable energies,235.0,3996521
3158,2003,Ireland,Gas,3652.6,3996521
3159,2003,Ireland,Waste (non-renewable),0.0,3996521
3160,2003,Ireland,Nuclear heat,0.0,3996521
3161,2003,Ireland,Solid fuels,2524.6,3996521
3162,2003,Greece,Total petroleum products,17681.4,10928070
3163,2003,Greece,Renewable energies,1538.2,10928070
3164,2003,Greece,Gas,2026.2,10928070
3165,2003,Greece,Waste (non-renewable),33.4,10928070
3166,2003,Greece,Nuclear heat,0.0,10928070
3167,2003,Greece,Solid fuels,8895.6,10928070
3168,2003,Spain,Total petroleum products,68244.2,42187645
3169,2003,Spain,Renewable energies,9195.7,42187645
3170,2003,Spain,Gas,21387.3,42187645
3171,2003,Spain,Waste (non-renewable),113.7,42187645
3172,2003,Spain,Nuclear heat,15960.9,42187645
3173,2003,Spain,Solid fuels,20114.9,42187645
3174,2003,France,Total petroleum products,92888.9,62244886
3175,2003,France,Renewable energies,15476.0,62244886
3176,2003,France,Gas,39318.0,62244886
3177,2003,France,Waste (non-renewable),1070.8,62244886
3178,2003,France,Nuclear heat,113775.6,62244886
3179,2003,France,Solid fuels,14233.6,62244886
3180,2003,Croatia,Total petroleum products,4653.1,4440000
3181,2003,Croatia,Renewable energies,1681.9,4440000
3182,2003,Croatia,Gas,2356.1,4440000
3183,2003,Croatia,Waste (non-renewable),3.1,4440000
3184,2003,Croatia,Nuclear heat,0.0,4440000
3185,2003,Croatia,Solid fuels,649.4,4440000
3186,2003,Italy,Total petroleum products,89176.9,57313203
3187,2003,Italy,Renewable energies,12909.3,57313203
3188,2003,Italy,Gas,63621.0,57313203
3189,2003,Italy,Waste (non-renewable),476.2,57313203
3190,2003,Italy,Nuclear heat,0.0,57313203
3191,2003,Italy,Solid fuels,14860.4,57313203
3192,2003,Cyprus,Total petroleum products,2583.7,993563
3193,2003,Cyprus,Renewable energies,50.6,993563
3194,2003,Cyprus,Gas,0.0,993563
3195,2003,Cyprus,Waste (non-renewable),0.4,993563
3196,2003,Cyprus,Nuclear heat,0.0,993563
3197,2003,Cyprus,Solid fuels,33.4,993563
3198,2003,Latvia,Total petroleum products,1387.0,2287955
3199,2003,Latvia,Renewable energies,1317.5,2287955
3200,2003,Latvia,Gas,1347.3,2287955
3201,2003,Latvia,Waste (non-renewable),7.0,2287955
3202,2003,Latvia,Nuclear heat,0.0,2287955
3203,2003,Latvia,Solid fuels,89.2,2287955
3204,2003,Lithuania,Total petroleum products,2321.9,3415213
3205,2003,Lithuania,Renewable energies,794.0,3415213
3206,2003,Lithuania,Gas,2354.1,3415213
3207,2003,Lithuania,Waste (non-renewable),0.0,3415213
3208,2003,Lithuania,Nuclear heat,4046.0,3415213
3209,2003,Lithuania,Solid fuels,174.5,3415213
3210,2003,Luxembourg,Total petroleum products,2701.2,451630
3211,2003,Luxembourg,Renewable energies,41.1,451630
3212,2003,Luxembourg,Gas,1079.9,451630
3213,2003,Luxembourg,Waste (non-renewable),33.0,451630
3214,2003,Luxembourg,Nuclear heat,0.0,451630
3215,2003,Luxembourg,Solid fuels,56.5,451630
3216,2003,Hungary,Total petroleum products,6403.1,10129552
3217,2003,Hungary,Renewable energies,906.1,10129552
3218,2003,Hungary,Gas,11886.0,10129552
3219,2003,Hungary,Waste (non-renewable),19.0,10129552
3220,2003,Hungary,Nuclear heat,2856.4,10129552
3221,2003,Hungary,Solid fuels,3747.5,10129552
3222,2003,Malta,Total petroleum products,907.3,398582
3223,2003,Malta,Renewable energies,0.3,398582
3224,2003,Malta,Gas,0.0,398582
3225,2003,Malta,Waste (non-renewable),0.0,398582
3226,2003,Malta,Nuclear heat,0.0,398582
3227,2003,Malta,Solid fuels,0.0,398582
3228,2003,Netherlands,Total petroleum products,34444.4,16225302
3229,2003,Netherlands,Renewable energies,1526.7,16225302
3230,2003,Netherlands,Gas,35989.7,16225302
3231,2003,Netherlands,Waste (non-renewable),675.0,16225302
3232,2003,Netherlands,Nuclear heat,1036.5,16225302
3233,2003,Netherlands,Solid fuels,8586.0,16225302
3234,2003,Austria,Total petroleum products,14004.9,8121423
3235,2003,Austria,Renewable energies,6017.1,8121423
3236,2003,Austria,Gas,7499.7,8121423
3237,2003,Austria,Waste (non-renewable),409.3,8121423
3238,2003,Austria,Nuclear heat,0.0,8121423
3239,2003,Austria,Solid fuels,4044.5,8121423
3240,2003,Poland,Total petroleum products,20483.9,38204570
3241,2003,Poland,Renewable energies,4148.1,38204570
3242,2003,Poland,Gas,11264.0,38204570
3243,2003,Poland,Waste (non-renewable),131.1,38204570
3244,2003,Poland,Nuclear heat,0.0,38204570
3245,2003,Poland,Solid fuels,56127.7,38204570
3246,2003,Portugal,Total petroleum products,15402.9,10458821
3247,2003,Portugal,Renewable energies,4241.2,10458821
3248,2003,Portugal,Gas,2636.3,10458821
3249,2003,Portugal,Waste (non-renewable),95.3,10458821
3250,2003,Portugal,Nuclear heat,0.0,10458821
3251,2003,Portugal,Solid fuels,3280.6,10458821
3252,2003,Romania,Total petroleum products,10767.0,21574326
3253,2003,Romania,Renewable energies,4001.8,21574326
3254,2003,Romania,Gas,14729.3,21574326
3255,2003,Romania,Waste (non-renewable),88.5,21574326
3256,2003,Romania,Nuclear heat,1265.5,21574326
3257,2003,Romania,Solid fuels,9423.3,21574326
3258,2003,Slovenia,Total petroleum products,2473.3,1995733
3259,2003,Slovenia,Renewable energies,713.8,1995733
3260,2003,Slovenia,Gas,906.7,1995733
3261,2003,Slovenia,Waste (non-renewable),6.4,1995733
3262,2003,Slovenia,Nuclear heat,1343.2,1995733
3263,2003,Slovenia,Solid fuels,1491.0,1995733
3264,2003,Slovakia,Total petroleum products,3376.6,5373374
3265,2003,Slovakia,Renewable energies,646.1,5373374
3266,2003,Slovakia,Gas,5668.7,5373374
3267,2003,Slovakia,Waste (non-renewable),29.4,5373374
3268,2003,Slovakia,Nuclear heat,4656.2,5373374
3269,2003,Slovakia,Solid fuels,4594.7,5373374
3270,2003,Finland,Total petroleum products,10373.2,5213014
3271,2003,Finland,Renewable energies,7838.6,5213014
3272,2003,Finland,Gas,4094.2,5213014
3273,2003,Finland,Waste (non-renewable),107.0,5213014
3274,2003,Finland,Nuclear heat,5863.5,5213014
3275,2003,Finland,Solid fuels,8268.5,5213014
3276,2003,Sweden,Total petroleum products,15034.8,8958229
3277,2003,Sweden,Renewable energies,12413.1,8958229
3278,2003,Sweden,Gas,940.0,8958229
3279,2003,Sweden,Waste (non-renewable),409.5,8958229
3280,2003,Sweden,Nuclear heat,17389.9,8958229
3281,2003,Sweden,Solid fuels,2678.0,8958229
3282,2003,UK,Total petroleum products,81172.4,59647577
3283,2003,UK,Renewable energies,2705.0,59647577
3284,2003,UK,Gas,85881.8,59647577
3285,2003,UK,Waste (non-renewable),778.9,59647577
3286,2003,UK,Nuclear heat,22876.9,59647577
3287,2003,UK,Solid fuels,40141.0,59647577
3288,2003,Iceland,Total petroleum products,833.8,289521
3289,2003,Iceland,Renewable energies,2395.7,289521
3290,2003,Iceland,Gas,0.0,289521
3291,2003,Iceland,Waste (non-renewable),0.8,289521
3292,2003,Iceland,Nuclear heat,0.0,289521
3293,2003,Iceland,Solid fuels,93.0,289521
3294,2003,Norway,Total petroleum products,10177.8,4564855
3295,2003,Norway,Renewable energies,10333.4,4564855
3296,2003,Norway,Gas,5190.1,4564855
3297,2003,Norway,Waste (non-renewable),104.9,4564855
3298,2003,Norway,Nuclear heat,0.0,4564855
3299,2003,Norway,Solid fuels,788.7,4564855
3300,2003,Montenegro,Total petroleum products,0.0,612267
3301,2003,Montenegro,Renewable energies,0.0,612267
3302,2003,Montenegro,Gas,0.0,612267
3303,2003,Montenegro,Waste (non-renewable),0.0,612267
3304,2003,Montenegro,Nuclear heat,0.0,612267
3305,2003,Montenegro,Solid fuels,0.0,612267
3306,2003,Macedonia,Total petroleum products,827.6,2053426
3307,2003,Macedonia,Renewable energies,302.3,2053426
3308,2003,Macedonia,Gas,66.4,2053426
3309,2003,Macedonia,Waste (non-renewable),0.0,2053426
3310,2003,Macedonia,Nuclear heat,0.0,2053426
3311,2003,Macedonia,Solid fuels,1480.8,2053426
3312,2003,Albania,Total petroleum products,1302.2,3039616
3313,2003,Albania,Renewable energies,620.0,3039616
3314,2003,Albania,Gas,10.8,3039616
3315,2003,Albania,Waste (non-renewable),0.0,3039616
3316,2003,Albania,Nuclear heat,0.0,3039616
3317,2003,Albania,Solid fuels,15.0,3039616
3318,2003,Serbia,Total petroleum products,3252.3,7480591
3319,2003,Serbia,Renewable energies,1649.6,7480591
3320,2003,Serbia,Gas,1820.2,7480591
3321,2003,Serbia,Waste (non-renewable),0.0,7480591
3322,2003,Serbia,Nuclear heat,0.0,7480591
3323,2003,Serbia,Solid fuels,9451.8,7480591
3324,2003,Turkey,Total petroleum products,29949.7,66085803
3325,2003,Turkey,Renewable energies,10020.8,66085803
3326,2003,Turkey,Gas,17720.7,66085803
3327,2003,Turkey,Waste (non-renewable),1.7,66085803
3328,2003,Turkey,Nuclear heat,0.0,66085803
3329,2003,Turkey,Solid fuels,22115.7,66085803
3330,2003,Bosnia and Herzegovina,Total petroleum products,0.0,3779247
3331,2003,Bosnia and Herzegovina,Renewable energies,0.0,3779247
3332,2003,Bosnia and Herzegovina,Gas,0.0,3779247
3333,2003,Bosnia and Herzegovina,Waste (non-renewable),0.0,3779247
3334,2003,Bosnia and Herzegovina,Nuclear heat,0.0,3779247
3335,2003,Bosnia and Herzegovina,Solid fuels,0.0,3779247
3336,2003,Kosovo,Total petroleum products,433.7,1703466
3337,2003,Kosovo,Renewable energies,221.0,1703466
3338,2003,Kosovo,Gas,0.0,1703466
3339,2003,Kosovo,Waste (non-renewable),0.0,1703466
3340,2003,Kosovo,Nuclear heat,0.0,1703466
3341,2003,Kosovo,Solid fuels,1303.6,1703466
3342,2003,Moldova,Total petroleum products,0.0,3612874
3343,2003,Moldova,Renewable energies,0.0,3612874
3344,2003,Moldova,Gas,0.0,3612874
3345,2003,Moldova,Waste (non-renewable),0.0,3612874
3346,2003,Moldova,Nuclear heat,0.0,3612874
3347,2003,Moldova,Solid fuels,0.0,3612874
3348,2003,Ukraine,Total petroleum products,14063.9,47812950
3349,2003,Ukraine,Renewable energies,1058.6,47812950
3350,2003,Ukraine,Gas,63547.2,47812950
3351,2003,Ukraine,Waste (non-renewable),0.0,47812950
3352,2003,Ukraine,Nuclear heat,20999.0,47812950
3353,2003,Ukraine,Solid fuels,38699.4,47812950
3354,2003,Georgia,Total petroleum products,0.0,4301000
3355,2003,Georgia,Renewable energies,0.0,4301000
3356,2003,Georgia,Gas,0.0,4301000
3357,2003,Georgia,Waste (non-renewable),0.0,4301000
3358,2003,Georgia,Nuclear heat,0.0,4301000
3359,2003,Georgia,Solid fuels,0.0,4301000
3360,2004,Belgium,Total petroleum products,24555.5,10421137
3361,2004,Belgium,Renewable energies,965.8,10421137
3362,2004,Belgium,Gas,14570.0,10421137
3363,2004,Belgium,Waste (non-renewable),563.4,10421137
3364,2004,Belgium,Nuclear heat,12204.3,10421137
3365,2004,Belgium,Solid fuels,5867.8,10421137
3366,2004,Bulgaria,Total petroleum products,4370.4,7716860
3367,2004,Bulgaria,Renewable energies,980.0,7716860
3368,2004,Bulgaria,Gas,2492.7,7716860
3369,2004,Bulgaria,Waste (non-renewable),30.9,7716860
3370,2004,Bulgaria,Nuclear heat,4351.5,7716860
3371,2004,Bulgaria,Solid fuels,7220.5,7716860
3372,2004,Czech Republic,Total petroleum products,9519.9,10197101
3373,2004,Czech Republic,Renewable energies,2013.8,10197101
3374,2004,Czech Republic,Gas,7787.9,10197101
3375,2004,Czech Republic,Waste (non-renewable),151.2,10197101
3376,2004,Czech Republic,Nuclear heat,6816.2,10197101
3377,2004,Czech Republic,Solid fuels,20982.9,10197101
3378,2004,Denmark,Total petroleum products,8341.4,5404523
3379,2004,Denmark,Renewable energies,2667.2,5404523
3380,2004,Denmark,Gas,4648.3,5404523
3381,2004,Denmark,Waste (non-renewable),400.6,5404523
3382,2004,Denmark,Nuclear heat,0.0,5404523
3383,2004,Denmark,Solid fuels,4361.3,5404523
3384,2004,Germany,Total petroleum products,123066.0,82516260
3385,2004,Germany,Renewable energies,14614.1,82516260
3386,2004,Germany,Gas,76185.6,82516260
3387,2004,Germany,Waste (non-renewable),1266.5,82516260
3388,2004,Germany,Nuclear heat,43095.0,82516260
3389,2004,Germany,Solid fuels,85592.5,82516260
3390,2004,Estonia,Total petroleum products,1123.3,1362550
3391,2004,Estonia,Renewable energies,598.8,1362550
3392,2004,Estonia,Gas,774.5,1362550
3393,2004,Estonia,Waste (non-renewable),0.0,1362550
3394,2004,Estonia,Nuclear heat,0.0,1362550
3395,2004,Estonia,Solid fuels,3318.2,1362550
3396,2004,Ireland,Total petroleum products,8711.9,4070262
3397,2004,Ireland,Renewable energies,281.9,4070262
3398,2004,Ireland,Gas,3644.9,4070262
3399,2004,Ireland,Waste (non-renewable),0.0,4070262
3400,2004,Ireland,Nuclear heat,0.0,4070262
3401,2004,Ireland,Solid fuels,2358.1,4070262
3402,2004,Greece,Total petroleum products,17681.7,10955141
3403,2004,Greece,Renewable energies,1570.9,10955141
3404,2004,Greece,Gas,2228.8,10955141
3405,2004,Greece,Waste (non-renewable),34.5,10955141
3406,2004,Greece,Nuclear heat,0.0,10955141
3407,2004,Greece,Solid fuels,9091.1,10955141
3408,2004,Spain,Total petroleum products,69942.3,42921895
3409,2004,Spain,Renewable energies,8815.6,42921895
3410,2004,Spain,Gas,25210.0,42921895
3411,2004,Spain,Waste (non-renewable),122.2,42921895
3412,2004,Spain,Nuclear heat,16407.4,42921895
3413,2004,Spain,Solid fuels,20940.3,42921895
3414,2004,France,Total petroleum products,94057.9,62704895
3415,2004,France,Renewable energies,15709.7,62704895
3416,2004,France,Gas,40148.3,62704895
3417,2004,France,Waste (non-renewable),1152.0,62704895
3418,2004,France,Nuclear heat,115625.4,62704895
3419,2004,France,Solid fuels,13741.8,62704895
3420,2004,Croatia,Total petroleum products,4367.2,4439000
3421,2004,Croatia,Renewable energies,1847.1,4439000
3422,2004,Croatia,Gas,2458.1,4439000
3423,2004,Croatia,Waste (non-renewable),4.3,4439000
3424,2004,Croatia,Nuclear heat,0.0,4439000
3425,2004,Croatia,Solid fuels,689.5,4439000
3426,2004,Italy,Total petroleum products,85964.2,57685327
3427,2004,Italy,Renewable energies,12963.5,57685327
3428,2004,Italy,Gas,66019.0,57685327
3429,2004,Italy,Waste (non-renewable),656.1,57685327
3430,2004,Italy,Nuclear heat,0.0,57685327
3431,2004,Italy,Solid fuels,16584.7,57685327
3432,2004,Cyprus,Total petroleum products,2410.4,1010410
3433,2004,Cyprus,Renewable energies,52.8,1010410
3434,2004,Cyprus,Gas,0.0,1010410
3435,2004,Cyprus,Waste (non-renewable),1.7,1010410
3436,2004,Cyprus,Nuclear heat,0.0,1010410
3437,2004,Cyprus,Solid fuels,39.1,1010410
3438,2004,Latvia,Total petroleum products,1447.0,2263122
3439,2004,Latvia,Renewable energies,1452.9,2263122
3440,2004,Latvia,Gas,1332.4,2263122
3441,2004,Latvia,Waste (non-renewable),7.5,2263122
3442,2004,Latvia,Nuclear heat,0.0,2263122
3443,2004,Latvia,Solid fuels,68.3,2263122
3444,2004,Lithuania,Total petroleum products,2547.9,3377075
3445,2004,Lithuania,Renewable energies,843.3,3377075
3446,2004,Lithuania,Gas,2347.7,3377075
3447,2004,Lithuania,Waste (non-renewable),0.0,3377075
3448,2004,Lithuania,Nuclear heat,3942.9,3377075
3449,2004,Lithuania,Solid fuels,169.4,3377075
3450,2004,Luxembourg,Total petroleum products,3057.2,458095
3451,2004,Luxembourg,Renewable energies,49.8,458095
3452,2004,Luxembourg,Gas,1195.9,458095
3453,2004,Luxembourg,Waste (non-renewable),35.6,458095
3454,2004,Luxembourg,Nuclear heat,0.0,458095
3455,2004,Luxembourg,Solid fuels,79.7,458095
3456,2004,Hungary,Total petroleum products,6380.6,10107146
3457,2004,Hungary,Renewable energies,949.6,10107146
3458,2004,Hungary,Gas,11712.2,10107146
3459,2004,Hungary,Waste (non-renewable),27.3,10107146
3460,2004,Hungary,Nuclear heat,3088.6,10107146
3461,2004,Hungary,Solid fuels,3374.5,10107146
3462,2004,Malta,Total petroleum products,933.0,401268
3463,2004,Malta,Renewable energies,0.4,401268
3464,2004,Malta,Gas,0.0,401268
3465,2004,Malta,Waste (non-renewable),0.0,401268
3466,2004,Malta,Nuclear heat,0.0,401268
3467,2004,Malta,Solid fuels,0.0,401268
3468,2004,Netherlands,Total petroleum products,35035.7,16281779
3469,2004,Netherlands,Renewable energies,1806.3,16281779
3470,2004,Netherlands,Gas,36761.6,16281779
3471,2004,Netherlands,Waste (non-renewable),702.0,16281779
3472,2004,Netherlands,Nuclear heat,985.9,16281779
3473,2004,Netherlands,Solid fuels,8476.6,16281779
3474,2004,Austria,Total petroleum products,14379.5,8171966
3475,2004,Austria,Renewable energies,6418.1,8171966
3476,2004,Austria,Gas,7680.3,8171966
3477,2004,Austria,Waste (non-renewable),518.0,8171966
3478,2004,Austria,Nuclear heat,0.0,8171966
3479,2004,Austria,Solid fuels,3981.4,8171966
3480,2004,Poland,Total petroleum products,21676.4,38182222
3481,2004,Poland,Renewable energies,4320.7,38182222
3482,2004,Poland,Gas,11883.5,38182222
3483,2004,Poland,Waste (non-renewable),125.4,38182222
3484,2004,Poland,Nuclear heat,0.0,38182222
3485,2004,Poland,Solid fuels,54109.4,38182222
3486,2004,Portugal,Total petroleum products,15643.2,10483861
3487,2004,Portugal,Renewable energies,3799.5,10483861
3488,2004,Portugal,Gas,3303.4,10483861
3489,2004,Portugal,Waste (non-renewable),96.2,10483861
3490,2004,Portugal,Nuclear heat,0.0,10483861
3491,2004,Portugal,Solid fuels,3373.1,10483861
3492,2004,Romania,Total petroleum products,10293.2,21451748
3493,2004,Romania,Renewable energies,4567.4,21451748
3494,2004,Romania,Gas,13937.3,21451748
3495,2004,Romania,Waste (non-renewable),90.3,21451748
3496,2004,Romania,Nuclear heat,1431.1,21451748
3497,2004,Romania,Solid fuels,9311.4,21451748
3498,2004,Slovenia,Total petroleum products,2549.3,1997012
3499,2004,Slovenia,Renewable energies,821.8,1997012
3500,2004,Slovenia,Gas,898.7,1997012
3501,2004,Slovenia,Waste (non-renewable),10.4,1997012
3502,2004,Slovenia,Nuclear heat,1408.2,1997012
3503,2004,Slovenia,Solid fuels,1536.8,1997012
3504,2004,Slovakia,Total petroleum products,3420.3,5372280
3505,2004,Slovakia,Renewable energies,729.6,5372280
3506,2004,Slovakia,Gas,5498.4,5372280
3507,2004,Slovakia,Waste (non-renewable),38.3,5372280
3508,2004,Slovakia,Nuclear heat,4446.1,5372280
3509,2004,Slovakia,Solid fuels,4529.5,5372280
3510,2004,Finland,Total petroleum products,10720.5,5228172
3511,2004,Finland,Renewable energies,8669.3,5228172
3512,2004,Finland,Gas,3960.1,5228172
3513,2004,Finland,Waste (non-renewable),117.0,5228172
3514,2004,Finland,Nuclear heat,5859.7,5228172
3515,2004,Finland,Solid fuels,7530.9,5228172
3516,2004,Sweden,Total petroleum products,14621.1,8993531
3517,2004,Sweden,Renewable energies,13191.6,8993531
3518,2004,Sweden,Gas,928.0,8993531
3519,2004,Sweden,Waste (non-renewable),403.8,8993531
3520,2004,Sweden,Nuclear heat,19987.8,8993531
3521,2004,Sweden,Solid fuels,2952.1,8993531
3522,2004,UK,Total petroleum products,82584.4,59987905
3523,2004,UK,Renewable energies,3242.3,59987905
3524,2004,UK,Gas,87751.5,59987905
3525,2004,UK,Waste (non-renewable),647.2,59987905
3526,2004,UK,Nuclear heat,20636.0,59987905
3527,2004,UK,Solid fuels,37095.7,59987905
3528,2004,Iceland,Total petroleum products,870.2,292074
3529,2004,Iceland,Renewable energies,2332.8,292074
3530,2004,Iceland,Gas,0.0,292074
3531,2004,Iceland,Waste (non-renewable),0.8,292074
3532,2004,Iceland,Nuclear heat,0.0,292074
3533,2004,Iceland,Solid fuels,105.1,292074
3534,2004,Norway,Total petroleum products,10136.2,4591910
3535,2004,Norway,Renewable energies,10573.9,4591910
3536,2004,Norway,Gas,4043.0,4591910
3537,2004,Norway,Waste (non-renewable),98.4,4591910
3538,2004,Norway,Nuclear heat,0.0,4591910
3539,2004,Norway,Solid fuels,927.2,4591910
3540,2004,Montenegro,Total petroleum products,0.0,613353
3541,2004,Montenegro,Renewable energies,0.0,613353
3542,2004,Montenegro,Gas,0.0,613353
3543,2004,Montenegro,Waste (non-renewable),0.0,613353
3544,2004,Montenegro,Nuclear heat,0.0,613353
3545,2004,Montenegro,Solid fuels,0.0,613353
3546,2004,Macedonia,Total petroleum products,853.5,2057047
3547,2004,Macedonia,Renewable energies,310.1,2057047
3548,2004,Macedonia,Gas,58.5,2057047
3549,2004,Macedonia,Waste (non-renewable),0.0,2057047
3550,2004,Macedonia,Nuclear heat,0.0,2057047
3551,2004,Macedonia,Solid fuels,1390.6,2057047
3552,2004,Albania,Total petroleum products,1443.7,3026939
3553,2004,Albania,Renewable energies,704.3,3026939
3554,2004,Albania,Gas,8.3,3026939
3555,2004,Albania,Waste (non-renewable),0.0,3026939
3556,2004,Albania,Nuclear heat,0.0,3026939
3557,2004,Albania,Solid fuels,15.0,3026939
3558,2004,Serbia,Total petroleum products,3785.6,7463157
3559,2004,Serbia,Renewable energies,1758.8,7463157
3560,2004,Serbia,Gas,2311.8,7463157
3561,2004,Serbia,Waste (non-renewable),0.0,7463157
3562,2004,Serbia,Nuclear heat,0.0,7463157
3563,2004,Serbia,Solid fuels,9847.8,7463157
3564,2004,Turkey,Total petroleum products,30215.6,67007855
3565,2004,Turkey,Renewable energies,10782.9,67007855
3566,2004,Turkey,Gas,18709.4,67007855
3567,2004,Turkey,Waste (non-renewable),1.9,67007855
3568,2004,Turkey,Nuclear heat,0.0,67007855
3569,2004,Turkey,Solid fuels,22161.8,67007855
3570,2004,Bosnia and Herzegovina,Total petroleum products,0.0,3781287
3571,2004,Bosnia and Herzegovina,Renewable energies,0.0,3781287
3572,2004,Bosnia and Herzegovina,Gas,0.0,3781287
3573,2004,Bosnia and Herzegovina,Waste (non-renewable),0.0,3781287
3574,2004,Bosnia and Herzegovina,Nuclear heat,0.0,3781287
3575,2004,Bosnia and Herzegovina,Solid fuels,0.0,3781287
3576,2004,Kosovo,Total petroleum products,443.6,1704622
3577,2004,Kosovo,Renewable energies,226.2,1704622
3578,2004,Kosovo,Gas,0.0,1704622
3579,2004,Kosovo,Waste (non-renewable),0.0,1704622
3580,2004,Kosovo,Nuclear heat,0.0,1704622
3581,2004,Kosovo,Solid fuels,1299.7,1704622
3582,2004,Moldova,Total petroleum products,0.0,3603945
3583,2004,Moldova,Renewable energies,0.0,3603945
3584,2004,Moldova,Gas,0.0,3603945
3585,2004,Moldova,Waste (non-renewable),0.0,3603945
3586,2004,Moldova,Nuclear heat,0.0,3603945
3587,2004,Moldova,Solid fuels,0.0,3603945
3588,2004,Ukraine,Total petroleum products,14152.2,47451600
3589,2004,Ukraine,Renewable energies,1275.0,47451600
3590,2004,Ukraine,Gas,64083.2,47451600
3591,2004,Ukraine,Waste (non-renewable),0.0,47451600
3592,2004,Ukraine,Nuclear heat,22447.6,47451600
3593,2004,Ukraine,Solid fuels,36683.2,47451600
3594,2004,Georgia,Total petroleum products,0.0,4245000
3595,2004,Georgia,Renewable energies,0.0,4245000
3596,2004,Georgia,Gas,0.0,4245000
3597,2004,Georgia,Waste (non-renewable),0.0,4245000
3598,2004,Georgia,Nuclear heat,0.0,4245000
3599,2004,Georgia,Solid fuels,0.0,4245000
3600,2005,Belgium,Total petroleum products,24670.0,10478617
3601,2005,Belgium,Renewable energies,1155.8,10478617
3602,2005,Belgium,Gas,14741.3,10478617
3603,2005,Belgium,Waste (non-renewable),502.1,10478617
3604,2005,Belgium,Nuclear heat,12277.3,10478617
3605,2005,Belgium,Solid fuels,5171.9,10478617
3606,2005,Bulgaria,Total petroleum products,4724.4,7658972
3607,2005,Bulgaria,Renewable energies,1098.2,7658972
3608,2005,Bulgaria,Gas,2804.1,7658972
3609,2005,Bulgaria,Waste (non-renewable),58.3,7658972
3610,2005,Bulgaria,Nuclear heat,4826.0,7658972
3611,2005,Bulgaria,Solid fuels,6895.0,7658972
3612,2005,Czech Republic,Total petroleum products,9898.8,10211216
3613,2005,Czech Republic,Renewable energies,2087.4,10211216
3614,2005,Czech Republic,Gas,7703.4,10211216
3615,2005,Czech Republic,Waste (non-renewable),171.9,10211216
3616,2005,Czech Republic,Nuclear heat,6404.9,10211216
3617,2005,Czech Republic,Solid fuels,20247.5,10211216
3618,2005,Denmark,Total petroleum products,8036.9,5419432
3619,2005,Denmark,Renewable energies,2839.9,5419432
3620,2005,Denmark,Gas,4412.7,5419432
3621,2005,Denmark,Waste (non-renewable),406.2,5419432
3622,2005,Denmark,Nuclear heat,0.0,5419432
